Location,Location2,Location3,State,County,Land Area,WaterArea,Latitude,Longitude,Population Growth Rate,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,Number of Burgalaries reported,MedianAge,Crime Rate,Homicide Reported,CBSA_Type,FinanceNumber,Property Crime Rate,Housing Construction,HouseholdsPerZipCode,AverageHouseValue,Elevation
North Carolina|Lake Lure ,Lake Lure ,Lake Lure ,NC,Rutherford,23.4615,0.6365,35.460404,-82.178756,-9.71%,1081,103,24,6,1,14,8,589,606,0,56.4,15,,Micro,364224,7.5,0.34%,569,260800,929
North Carolina|Lake Waccamaw ,Lake Waccamaw ,Lake Waccamaw ,NC,Columbus,19.4995,6.917,34.34308,-78.523971,-0.32%,787,177,23,5,3,256,17,586,633,0,44.9,46,,,364248,23,3.82%,462,145300,66
North Carolina|Landis ,Landis ,Landis ,NC,Rowan,1.324,0,35.545676,-80.614461,9.52%,1297,64,116,11,4,14,56,699,733,2,39.2,54,,Metro,364256,25.5,-1.46%,585,102600,746
North Carolina|Laurinburg ,Laurinburg ,Laurinburg ,NC,Scotland,62.2195,0.2245,34.759283,-79.46481,-0.90%,5947,5452,269,116,8,1423,165,6195,6626,63,38,1027,0.5,Micro,364312,432,-1.13%,4775,81400,218
North Carolina|Leland ,Leland ,Leland ,NC,Brunswick,69.8865,1.17,34.253876,-78.103084,2.18%,10306,2640,1025,166,8,262,567,6653,6904,4,37.1,349,1,Metro,364392,166.5,0.51%,5441,175300,34
North Carolina|Lenoir ,Lenoir ,Lenoir ,NC,Caldwell,164.8645,0.2155,35.9137,-81.5393,0.06%,0,0,0,0,0,0,0,0,0,14,0,826,0.5,Metro,364408,391.5,-0.36%,0,0,1132
North Carolina|Lexington ,Lexington ,Lexington ,NC,Davidson,136.4885,4.9255,35.732286,-80.191576,1.19%,15947,2824,1546,262,11,178,1009,9812,10082,23,40.5,729,1,Metro,364440,322.5,0.21%,7771,117500,810
North Carolina|Lillington ,Lillington ,Lillington ,NC,Harnett,61.882,1.0335,35.345167,-78.868212,5.25%,6911,2359,734,137,17,189,377,4894,4842,5,32.2,183,0.5,Micro,364464,83.5,6.37%,3286,126300,253
North Carolina|Lincolnton ,Lincolnton ,Lincolnton ,NC,Lincoln,61.298,0.311,35.480518,-81.250199,1.01%,16935,1562,1911,158,13,118,886,9514,9771,18,39.9,528,0.5,Metro,364472,238.5,-0.70%,7512,129400,944
North Carolina|Louisburg ,Louisburg ,Louisburg ,NC,Franklin,120.716,0.8165,36.082942,-78.212862,-0.46%,7430,4032,957,72,8,166,588,5914,6142,5,40.3,168,0.5,Metro,364584,73.5,0.07%,4594,109000,220
North Carolina|Lumberton ,Lumberton ,Lumberton ,NC,Robeson,133.3425,0.272,34.592052,-78.967289,0.20%,8797,6228,1238,353,36,3659,826,9358,10012,111,36,3376,5.5,Micro,364640,1506.5,-0.79%,7238,79800,120
North Carolina|Madison ,Madison ,Madison ,NC,Rockingham,49.165,0.298,36.372196,-79.967095,-1.64%,4739,720,204,35,5,52,109,2747,2822,5,43.1,110,,Metro,364736,49,-0.57%,2258,109600,760
North Carolina|Maggie Valley ,Maggie Valley ,Maggie Valley ,NC,Haywood,22.3875,0,35.514344,-83.11087,3.98%,1409,11,41,13,1,26,23,707,751,2,54.5,73,,Metro,364744,34,3.14%,710,210300,2635
North Carolina|Maiden ,Maiden ,Maiden ,NC,Catawba,22.2785,0.133,35.573174,-81.160071,-3.99%,5442,343,272,63,2,47,138,2925,3017,3,39.5,135,,Metro,364760,64,-1.80%,2288,114200,969
North Carolina|Manteo ,Manteo ,Manteo ,NC,Dare,4.4185,2.674,35.895018,-75.670684,-0.77%,2613,362,328,17,1,44,116,1498,1558,2,42,46,,Micro,364808,20.5,1.81%,1253,309000,5
North Carolina|Marion ,Marion ,Marion ,NC,Mcdowell,122.4695,1.126,35.738921,-82.049676,-0.59%,13869,724,990,114,4,154,651,7655,7645,13,40.8,646,1,Micro,364864,306.5,-0.49%,6036,97500,1438
North Carolina|Mars Hill ,Mars Hill ,Mars Hill ,NC,Madison,43.1925,0,35.883083,-82.506865,2.11%,3681,121,89,24,4,50,30,1886,1954,0,41.2,32,,Metro,364888,16,0.31%,1448,185500,1646
North Carolina|Marshville ,Marshville ,Marshville ,NC,Union,77.2725,0.8775,35.005014,-80.35865,2.10%,4021,970,309,26,3,44,167,2519,2637,3,39.2,117,0.5,Metro,364896,54,2.10%,1887,144400,576
North Carolina|Matthews ,Matthews ,Matthews ,NC,Union,26.517,0.251,35.074212,-80.686885,2.85%,12578,888,659,447,10,119,227,6869,7152,12,39.2,796,,Metro,364920,375.5,3.73%,4850,295100,576
North Carolina|Mayodan ,Mayodan ,Mayodan ,NC,Rockingham,10.921,0.0285,36.448735,-79.979965,7.21%,1968,179,92,8,1,16,56,1050,1143,4,43,218,,Metro,364944,105.5,7.08%,980,88500,760
North Carolina|Maysville ,Maysville ,Maysville ,NC,Jones,76.414,0.4225,34.852952,-77.233579,8.69%,1877,679,108,32,7,54,38,1279,1309,1,36.8,9,,Metro,364952,3,6.73%,1000,119700,28
North Carolina|Mebane ,Mebane ,Mebane ,NC,Alamance,58.3805,0.97,36.136502,-79.267004,0.37%,9964,2806,914,154,14,169,443,6310,6896,7,39,629,,Metro,364960,304,1.19%,5294,158500,656
North Carolina|Middlesex ,Middlesex ,Middlesex ,NC,Nash,30.7565,0.38,35.787673,-78.203331,6.33%,2492,856,593,7,4,47,427,1838,1917,0,36.6,18,,Metro,365056,9,6.81%,1389,89200,180
North Carolina|Mocksville ,Mocksville ,Mocksville ,NC,Davie,96.436,0.913,35.896995,-80.579514,0.74%,11094,1188,1056,79,9,122,701,6294,6626,5,40.5,256,,Metro,365160,122,-2.15%,5011,134500,782
North Carolina|Monroe ,Monroe ,Monroe ,NC,Union,130.351,1.8075,35.070306,-80.529505,0.68%,18719,3643,4470,347,27,229,2773,12566,12617,50,34.1,1945,2.5,Metro,365176,894.5,0.27%,8659,165000,576
North Carolina|Mooresville ,Mooresville ,Mooresville ,NC,Iredell,56.83,8.041,35.588778,-80.762717,0.66%,14652,1971,984,302,20,194,440,8412,8758,23,37.2,1112,0.5,Metro,365208,516.5,0.87%,6442,173000,923
North Carolina|Morehead City ,Morehead City ,Morehead City ,NC,Carteret,7.101,4.5435,34.738947,-76.766436,2.77%,6355,629,392,140,21,75,161,3420,3795,19,46.5,479,0.5,Micro,365224,216.5,3.14%,3299,226200,12
North Carolina|Morganton ,Morganton ,Morganton ,NC,Burke,159.0255,1.245,35.761193,-81.723971,-0.16%,22426,2979,1892,973,159,289,1311,13931,13567,13,40.6,688,1.5,Metro,365232,322.5,0.72%,10680,115400,1110
North Carolina|Morrisville ,Morrisville ,Morrisville ,NC,Wake,14.5755,0.422,35.861991,-78.818149,6.28%,6251,1860,677,3146,21,124,315,5547,5765,2,31.9,479,0.5,Metro,365240,234,1.41%,4829,269900,363
North Carolina|Mount Airy ,Mount Airy ,Mount Airy ,NC,Surry,85.2555,0.532,36.458463,-80.620723,0.43%,17069,1047,1652,148,12,134,1082,9213,9974,20,41.7,539,,Micro,365280,246,0.37%,7943,98800,1259
North Carolina|Mount Holly ,Mount Holly ,Mount Holly ,NC,Gaston,15.2065,1.027,35.323088,-81.016616,-0.24%,8470,1143,332,212,10,82,155,4805,5099,6,38.8,250,,Metro,365296,116,1.86%,3854,145900,816
North Carolina|Mount Olive ,Mount Olive ,Mount Olive ,NC,Wayne,96.292,0.5515,35.179611,-78.078328,6.13%,5410,1881,1768,45,21,87,1262,4211,4362,9,36.3,295,,Metro,365312,136,0.06%,3255,81900,110
North Carolina|Murfreesboro ,Murfreesboro ,Murfreesboro ,NC,Hertford,27.3315,0.184,36.420116,-77.065312,1.99%,1128,2037,93,24,5,24,54,1537,1691,2,36.9,79,,,365376,37.5,3.08%,1207,92800,45
North Carolina|Murphy ,Murphy ,Murphy ,NC,Cherokee,166.8635,5.649,35.139744,-84.103558,-1.05%,8874,171,202,64,6,265,59,4489,4749,5,49.1,172,,,365384,79.5,1.70%,3976,165500,1580
North Carolina|Nags Head ,Nags Head ,Nags Head ,NC,Dare,7.3425,8.7675,35.88586,-75.603471,0.20%,1337,30,45,9,1,19,21,694,701,2,46.9,173,,Micro,365392,84,2.76%,619,323700,5
North Carolina|New Bern ,New Bern ,New Bern ,NC,Craven,136.075,14.4885,35.099246,-76.981852,0.82%,10467,3467,649,366,31,149,312,6951,7510,39,41.1,1389,,Metro,365480,633.5,0.63%,5941,148600,15
North Carolina|Newland ,Newland ,Newland ,NC,Avery,79.8825,0.0325,36.026391,-81.933475,-0.16%,4588,17,203,16,6,34,118,2332,2412,1,45.3,17,,,365528,8,4.05%,2051,150200,3621
North Carolina|Newport ,Newport ,Newport ,NC,Carteret,62.422,4.4335,34.775636,-76.885927,1.76%,9702,776,443,169,20,162,204,5385,5332,4,41.3,137,,Micro,365544,63.5,2.62%,4251,161200,12
North Carolina|Newton ,Newton ,Newton ,NC,Catawba,36.8295,0.244,35.644075,-81.242969,1.05%,11004,1401,1319,545,9,96,739,6680,6831,24,39.2,499,1,Metro,365552,218,1.25%,5178,111900,969
North Carolina|North Wilkesboro ,North Wilkesboro ,North Wilkesboro ,NC,Wilkes,51.0025,0.0025,36.1585,-81.1478,-3.27%,0,0,0,0,0,0,0,0,0,9,0,178,,Micro,365616,79.5,0.13%,0,0,1042
North Carolina|Oak Island ,Oak Island ,Oak Island ,NC,Brunswick,5.2915,1.702,33.907604,-78.124192,0.61%,3198,25,47,19,2,44,19,1604,1662,10,53.6,331,,Metro,367232,155.5,-1.81%,1551,324900,34
North Carolina|Oxford ,Oxford ,Oxford ,NC,Granville,165.6765,0.47,36.350442,-78.648391,-3.93%,6693,5398,778,94,8,88,542,6038,6590,28,41.8,664,,Micro,365784,293.5,-1.88%,4921,112700,476
North Carolina|Pembroke ,Pembroke ,Pembroke ,NC,Robeson,21.9,0,34.690823,-79.168973,2.27%,1028,967,171,121,10,5355,99,3555,3837,5,26.9,278,,Micro,365952,129.5,2.10%,2400,67800,120
North Carolina|Pilot Mountain ,Pilot Mountain ,Pilot Mountain ,NC,Surry,29.4955,0.182,36.413118,-80.47283,5.77%,3552,127,138,20,7,20,89,1853,1924,1,42.4,110,,Micro,366016,53,3.46%,1573,113300,1259
North Carolina|Pinehurst ,Pinehurst ,Pinehurst ,NC,Moore,11.1055,0.354,35.1995,-79.4706,3.56%,0,0,0,0,0,0,0,0,0,0,0,115,,Micro,366040,57,6.63%,0,0,550
North Carolina|Pineville ,Pineville ,Pineville ,NC,Mecklenburg,4.2805,0.0195,35.077531,-80.890748,0.02%,3142,961,758,297,15,48,406,2200,2527,12,36,1026,,Metro,366080,491,-1.81%,1977,163300,721
North Carolina|Pittsboro ,Pittsboro ,Pittsboro ,NC,Chatham,84.9535,3.3345,35.753878,-79.205479,3.11%,7586,1315,390,132,5,56,198,4333,4821,5,47.3,100,0.5,Metro,366128,43,2.28%,3971,254600,384
North Carolina|Plymouth ,Plymouth ,Plymouth ,NC,Washington,44.554,0.0915,35.813176,-76.753124,0.13%,1597,2226,89,17,2,25,68,1778,2119,7,42.7,169,0.5,,366160,75,-1.66%,1610,95800,6
North Carolina|Raeford ,Raeford ,Raeford ,NC,Hoke,72.2265,0.2875,34.978726,-79.247015,4.21%,9700,7403,2480,411,108,1072,1288,9275,9721,7,30.3,256,,Metro,366344,117,3.80%,6704,137000,254
North Carolina|Randleman ,Randleman ,Randleman ,NC,Randolph,26.8355,1.8065,35.838808,-79.797691,3.17%,7551,443,837,67,8,109,506,4188,4292,7,38.3,548,,Metro,366376,265.5,5.30%,3311,124700,855
North Carolina|Reidsville ,Reidsville ,Reidsville ,NC,Rockingham,125.719,1.623,36.341886,-79.64371,-0.52%,13774,5314,1108,121,19,188,656,9535,10141,12,42.2,784,1,Metro,366432,369.5,0.08%,8060,111700,760
North Carolina|Richlands ,Richlands ,Richlands ,NC,Onslow,64.055,0.077,34.852617,-77.567756,6.36%,6418,900,606,120,28,105,262,3689,3863,1,29.9,25,,Metro,366488,11.5,6.34%,2766,126700,15
North Carolina|Roanoke Rapids ,Roanoke Rapids ,Roanoke Rapids ,NC,Halifax,33.9745,1.4335,36.414812,-77.714025,-0.58%,7759,5475,358,195,12,161,213,6339,7279,24,39.4,1119,1.5,Micro,366520,514,-1.02%,5563,96700,133
North Carolina|Robbins ,Robbins ,Robbins ,NC,Moore,44.08,0.3215,35.457928,-79.551779,-6.11%,2660,293,722,6,18,22,391,1659,1693,0,38.5,27,,Micro,366544,13.5,-3.54%,1285,102800,550
North Carolina|Robersonville ,Robersonville ,Robersonville ,NC,Martin,48.157,0.0095,35.815464,-77.261866,-7.99%,999,1229,111,10,3,16,77,1078,1232,8,44.8,62,,,366568,22,-4.57%,969,77800,77
North Carolina|Rockingham ,Rockingham ,Rockingham ,NC,Richmond,77.5305,1.761,34.929835,-79.784392,-1.05%,8604,3800,647,187,16,419,435,6375,6819,8,39.6,954,0.5,Micro,366592,461.5,-1.79%,5354,75900,211
North Carolina|Rockwell ,Rockwell ,Rockwell ,NC,Rowan,22.189,0.034,35.52046,-80.455747,1.67%,5046,97,153,32,6,46,92,2591,2657,0,39.3,62,,Metro,366600,30.5,0.57%,2011,124600,746
North Carolina|Rocky Mount ,Rocky Mount ,Rocky Mount ,NC,Edgecombe,76.078,0.628,35.918873,-77.731863,-0.80%,2855,7928,167,25,9,90,102,4922,5949,195,38.1,3277,7.5,Metro,366608,1372,-0.19%,4147,83000,71
North Carolina|Rolesville ,Rolesville ,Rolesville ,NC,Wake,2.2085,0.0455,35.92001,-78.457368,9.27%,1482,365,118,70,2,22,52,978,969,2,35.4,113,,Metro,366648,53.5,11.48%,638,246800,363
North Carolina|Rose Hill ,Rose Hill ,Rose Hill ,NC,Duplin,55.28,0.3295,34.81779,-78.085027,2.04%,1441,1350,583,15,5,27,435,1552,1671,1,40,48,,,366688,22.5,1.80%,1284,78800,127
North Carolina|Rowland ,Rowland ,Rowland ,NC,Robeson,52.178,0.009,34.56014,-79.278751,7.05%,518,1074,81,10,5,2471,44,1958,2082,1,37.5,43,,Micro,366712,19.5,1.02%,1478,57400,120
North Carolina|Roxboro ,Roxboro ,Roxboro ,NC,Person,102.716,2.7195,36.410992,-78.976852,-1.05%,3025,2442,429,32,8,62,266,2604,3103,12,40.6,456,,Metro,366720,213.5,-2.26%,2370,107800,650
North Carolina|Rutherfordton ,Rutherfordton ,Rutherfordton ,NC,Rutherford,87.5015,0.0845,35.334654,-82.035952,1.99%,9141,828,244,71,7,78,102,4846,5210,0,44.1,137,,Micro,366776,68.5,1.10%,4019,127300,929
North Carolina|Salisbury ,Salisbury ,Salisbury ,NC,Rowan,103.846,4.7525,35.71288,-80.444172,0.44%,6241,5585,757,208,14,132,480,6030,6338,78,37.5,1968,2.5,Metro,366808,864.5,0.24%,4715,120000,746
North Carolina|Sanford ,Sanford ,Sanford ,NC,Lee,155.2815,2.5485,35.51048,-79.199727,0.35%,12783,4335,3390,252,17,242,1803,9280,9694,19,36.7,1093,3,Micro,366848,507,-0.17%,7216,135700,368
North Carolina|Scotland Neck ,Scotland Neck ,Scotland Neck ,NC,Halifax,65.2145,0.4175,36.128394,-77.402533,-0.37%,666,1727,53,6,0,9,33,1130,1301,8,46.3,89,1,Micro,366888,33,-3.76%,1030,74000,133
North Carolina|Selma ,Selma ,Selma ,NC,Johnston,41.5635,0.066,35.58806,-78.251706,1.19%,5351,1910,2029,33,13,81,1369,4162,4384,14,35.7,347,0.5,Metro,366952,144.5,-2.46%,3173,113700,153
North Carolina|Shallotte ,Shallotte ,Shallotte ,NC,Brunswick,23.6975,0.9005,33.9593,-78.431,1.19%,0,0,0,0,0,0,0,0,0,5,0,202,,Metro,366992,93,2.72%,0,0,34
North Carolina|Shelby ,Shelby ,Shelby ,NC,Cleveland,94.873,0.738,35.364426,-81.5682,-2.07%,9386,4453,484,92,10,98,214,6733,7317,53,42,862,2,Micro,367024,358,-0.11%,5723,112000,853
North Carolina|Siler City ,Siler City ,Siler City ,NC,Chatham,82.924,0.5665,35.717116,-79.440848,-2.52%,5712,1595,2735,54,11,152,1738,4420,4592,8,36.6,415,,Metro,367080,193,-3.69%,3263,111900,384
North Carolina|Smithfield ,Smithfield ,Smithfield ,NC,Johnston,52.057,0.2695,35.480752,-78.349111,-3.96%,7534,2676,1982,97,16,111,1255,5721,5735,29,37.3,757,,Metro,367144,336,-1.50%,4176,127300,153
North Carolina|Snow Hill ,Snow Hill ,Snow Hill ,NC,Greene,56.9415,0.029,35.45113,-77.655968,-0.80%,3163,2599,794,33,5,76,544,3583,2746,3,38.1,50,,,367184,22,-2.17%,2036,90600,113
North Carolina|Southern Pines ,Southern Pines ,Southern Pines ,NC,Moore,14.562,0.0985,35.172066,-79.389525,0.33%,5162,1629,254,93,12,72,103,3167,3794,27,47.4,596,,Micro,367208,260.5,1.04%,3306,228700,550
North Carolina|Southport ,Southport ,Southport ,NC,Brunswick,37.8655,8.2675,33.96282,-78.042053,2.03%,7385,562,236,74,4,90,94,3935,4128,0,53.3,76,,Metro,367232,37,-1.44%,3584,233600,34
North Carolina|Spencer ,Spencer ,Spencer ,NC,Rowan,1.2325,0,35.692742,-80.431704,-2.30%,918,548,146,17,3,13,92,730,825,13,38.4,167,1.5,Metro,367280,66,19.54%,583,97500,746
North Carolina|Spring Hope ,Spring Hope ,Spring Hope ,NC,Nash,49.551,0.1495,35.949475,-78.114722,3.99%,2189,1262,362,15,0,49,263,1787,1920,0,41,20,,Metro,367344,8,4.50%,1469,98400,180
North Carolina|Spring Lake ,Spring Lake ,Spring Lake ,NC,Cumberland,29.5055,0.2625,35.228317,-78.983116,3.14%,5601,3712,1149,428,74,279,479,4961,5011,24,29.1,694,0.5,Metro,367352,303.5,-0.67%,3844,105300,100
North Carolina|Stanley ,Stanley ,Stanley ,NC,Gaston,21.086,0.179,35.385008,-81.04397,5.32%,6392,569,126,50,4,65,69,3463,3580,1,40.7,107,,Metro,367392,51,1.92%,2693,146300,816
North Carolina|Star ,Star ,Star ,NC,Montgomery,28.18,0.03,35.43541,-79.796564,8.68%,1445,90,175,6,3,10,77,803,800,1,39.5,22,,,367408,9.5,7.18%,650,71500,664
North Carolina|Statesville ,Statesville ,Statesville ,NC,Iredell,139.0745,2.006,35.888144,-80.891066,2.50%,14801,2258,1400,425,16,127,774,8813,9282,54,40.1,1311,1.5,Metro,367424,575,0.33%,7051,145400,923
North Carolina|Sunset Beach ,Sunset Beach ,Sunset Beach ,NC,Brunswick,8.7205,0.9755,33.904022,-78.518859,2.37%,2006,134,95,9,2,15,39,1063,1125,1,62.5,96,,Metro,366992,47.5,2.09%,1099,284200,34
North Carolina|Swansboro ,Swansboro ,Swansboro ,NC,Onslow,28.766,5.6405,34.74003,-77.109483,3.42%,5402,159,216,112,13,63,80,2788,2910,3,42.5,95,,Metro,367640,43.5,-1.64%,2390,223200,15
North Carolina|Sylva ,Sylva ,Sylva ,NC,Jackson,53.6525,0,35.346815,-83.183992,3.71%,7596,103,277,99,7,226,164,3920,4136,6,42.2,191,,Micro,367664,89,0.35%,3510,164600,2036
North Carolina|Tabor City ,Tabor City ,Tabor City ,NC,Columbus,58.8725,0.3115,34.09293,-78.791954,-5.96%,2865,1794,244,21,7,84,205,2725,2175,15,36.4,190,0.5,,367672,77,1.85%,1635,71800,66
North Carolina|Tarboro ,Tarboro ,Tarboro ,NC,Edgecombe,96.502,0.4185,35.885969,-77.506034,-2.36%,4927,5412,647,45,7,65,442,5026,5770,7,40.8,442,,Metro,367696,210.5,-1.89%,4155,82500,71
North Carolina|Taylorsville ,Taylorsville ,Taylorsville ,NC,Alexander,83.645,1.2835,35.916468,-81.200142,1.95%,11711,890,488,161,11,86,272,6621,6334,1,41.1,133,,Metro,367712,65,0.40%,5001,124600,1247
North Carolina|Thomasville ,Thomasville ,Thomasville ,NC,Davidson,44.0655,0.211,35.863779,-80.101318,0.10%,18697,2914,2185,246,12,263,1304,11201,11842,32,38.8,1160,0.5,Metro,367744,529.5,1.40%,9063,114000,810
North Carolina|Troutman ,Troutman ,Troutman ,NC,Iredell,14.434,0.774,35.680374,-80.871896,-1.32%,3660,577,162,40,1,32,74,2157,2153,1,39.8,86,,Metro,367920,41,-0.36%,1667,158800,923
North Carolina|Troy ,Troy ,Troy ,NC,Montgomery,80.9245,0.659,35.431521,-79.953804,14.08%,3113,766,233,68,1,31,137,1902,2165,2,40.4,92,,,367928,43.5,6.46%,1503,96700,664
North Carolina|Tryon ,Tryon ,Tryon ,NC,Polk,24.8125,0.0525,35.228951,-82.175788,-5.02%,2969,255,151,21,3,17,79,1570,1722,0,52.7,32,,,367944,16,-3.32%,1529,193700,1109
North Carolina|Valdese ,Valdese ,Valdese ,NC,Burke,10.798,0.057,35.733204,-81.581153,-1.67%,4301,139,101,182,9,32,50,2211,2437,1,44.1,81,,Metro,368072,38.5,-4.14%,2003,126300,1110
North Carolina|Vass ,Vass ,Vass ,NC,Moore,21.822,0.9615,35.222951,-79.227424,-1.03%,2088,328,249,31,4,70,138,1272,1310,0,40.8,29,,Micro,368136,14.5,-4.91%,1044,120400,550
North Carolina|Wadesboro ,Wadesboro ,Wadesboro ,NC,Anson,93.45,0.3605,35.054174,-80.083576,0.13%,2664,3407,91,85,2,46,55,2911,3267,21,40.4,458,1,,368192,201,3.11%,2440,85000,522
North Carolina|Wake Forest ,Wake Forest ,Wake Forest ,NC,Wake,52.394,2.628,35.981296,-78.550181,5.42%,22031,3479,1437,758,31,242,557,12975,13565,22,36.8,794,0.5,Metro,368224,369,3.30%,9301,252100,363
North Carolina|Wallace ,Wallace ,Wallace ,NC,Duplin,94.7635,0.4035,34.760682,-77.939562,-3.23%,3260,1191,802,16,6,41,616,2422,2630,8,41.9,250,,,368248,114.5,1.29%,2050,111400,127
North Carolina|Warsaw ,Warsaw ,Warsaw ,NC,Duplin,48.615,0.304,34.989136,-78.053481,-1.94%,1517,1839,844,13,12,41,697,1937,2119,3,37.5,113,,,368336,53.5,-0.05%,1577,72800,127
North Carolina|Washington ,Washington ,Washington ,NC,Beaufort,98.1465,6.3815,35.596535,-77.006273,0.30%,8804,4039,1259,73,18,112,886,6539,7195,28,40.4,746,,Micro,368344,335.5,0.82%,5608,122700,8
North Carolina|Waxhaw ,Waxhaw ,Waxhaw ,NC,Union,53.7605,0.721,34.925912,-80.73473,4.54%,19926,1815,980,777,21,159,345,11167,11382,3,37.3,128,0.5,Metro,368376,60.5,3.61%,7041,316800,576
North Carolina|Waynesville ,Waynesville ,Waynesville ,NC,Haywood,113.638,0.2615,35.607826,-83.02263,-2.22%,3600,13,109,19,3,27,36,1809,1861,10,48.1,361,,Metro,368384,166,-0.75%,1615,189000,2635
North Carolina|Weaverville ,Weaverville ,Weaverville ,NC,Buncombe,39.768,0.009,35.730416,-82.514511,1.43%,9487,155,512,76,11,124,199,4795,5064,1,43.8,195,,Metro,368392,95.5,0.40%,4071,213800,2134
North Carolina|Weldon ,Weldon ,Weldon ,NC,Halifax,4.477,0.0255,36.411282,-77.5906,4.33%,296,955,27,7,2,18,18,565,696,10,39.6,87,2.5,Micro,368424,29.5,7.87%,481,76800,133
North Carolina|Wendell ,Wendell ,Wendell ,NC,Wake,33.1565,0.188,35.783706,-78.390286,-0.52%,6449,2546,1348,112,13,143,828,4797,4998,4,35.5,140,,Metro,368432,64,-2.30%,3552,137600,363
North Carolina|Whitakers ,Whitakers ,Whitakers ,NC,Nash,70.699,0.1105,36.10061,-77.768194,2.14%,930,1628,66,7,1,58,46,1259,1355,0,42.3,19,0.5,Metro,368504,8,3.05%,998,82000,180
North Carolina|Whiteville ,Whiteville ,Whiteville ,NC,Columbus,91.121,0.3275,34.285434,-78.63755,-1.05%,6163,3258,408,56,9,243,278,4816,5014,32,40.2,804,0.5,,368544,360.5,-0.62%,3878,87400,66
North Carolina|Wilkesboro ,Wilkesboro ,Wilkesboro ,NC,Wilkes,31.753,0.8915,36.137742,-81.158399,-2.87%,5721,424,504,86,4,36,315,3165,3300,6,43.6,325,,Micro,368600,155.5,-3.22%,2682,161400,1042
North Carolina|Williamston ,Williamston ,Williamston ,NC,Martin,96.558,0.0455,35.806785,-77.057044,-0.18%,4362,3087,223,31,8,43,142,3507,4085,32,43,478,1,,368616,197,0.42%,3187,85500,77
North Carolina|Wilmington ,Wilmington ,Wilmington ,NC,New Hanover,74.8255,9.3735,34.265871,-77.969741,1.74%,5471,5272,618,105,21,182,305,5345,5703,238,37.6,5938,9,Metro,368640,2586,1.24%,4914,162500,25
North Carolina|Wilson ,Wilson ,Wilson ,NC,Wilson,72.386,0.8315,35.677489,-77.912469,0.18%,7414,10788,2451,144,18,138,1695,9340,10522,84,36.8,2166,2,Micro,368648,950.5,0.35%,7782,99600,138
North Carolina|Windsor ,Windsor ,Windsor ,NC,Bertie,166.2415,12.243,35.99419,-76.942242,1.24%,1810,3315,79,50,1,68,34,2687,2522,2,41.8,73,,,368672,34,-1.22%,1938,79500,12
North Carolina|Wingate ,Wingate ,Wingate ,NC,Union,18.0005,0.2195,34.963934,-80.434734,0.42%,2692,1223,622,24,4,31,407,2101,2203,6,28.8,88,,Metro,368696,37.5,-1.69%,1325,124300,576
North Carolina|Winterville ,Winterville ,Winterville ,NC,Pitt,20.87,0.005,35.522956,-77.411902,2.70%,8063,3177,489,370,16,92,244,5483,6221,4,33.4,173,,Metro,368720,80.5,1.59%,4560,155300,75
North Carolina|Wrightsville Beach ,Wrightsville Beach ,Wrightsville Beach ,NC,New Hanover,1.4635,0.4615,34.216897,-77.793306,0.46%,1218,6,14,11,1,6,4,656,581,4,35.5,233,,Metro,368808,111.5,-6.17%,574,937500,25
North Carolina|Yadkinville ,Yadkinville ,Yadkinville ,NC,Yadkin,53.4475,0.382,36.123283,-80.637072,2.44%,6212,241,894,26,3,50,649,3504,3597,3,41.5,120,,Metro,368840,57,1.47%,2803,120600,960
North Carolina|Zebulon ,Zebulon ,Zebulon ,NC,Wake,61.3185,0.411,35.820692,-78.323718,-0.74%,7720,2449,1420,96,11,140,959,5516,5575,9,37.8,354,,Metro,368872,165.5,-2.43%,4144,139500,363
North Dakota|Belfield ,Belfield ,Belfield ,ND,Stark,312.852,0.692,46.87821,-103.182235,2.56%,734,1,9,5,0,5,3,386,359,0,45.6,7,,Micro,370768,3.5,-1.11%,325,68000,2417
North Dakota|Berthold ,Berthold ,Berthold ,ND,Ward,206.815,11.7215,48.291583,-101.761741,-12.37%,515,2,9,1,0,4,3,273,248,0,39.7,8,,Micro,370848,4,-6.21%,197,113800,1557
North Dakota|Beulah ,Beulah ,Beulah ,ND,Mercer,130.844,7.4685,47.277761,-101.942194,-0.93%,1750,5,36,6,5,54,14,935,875,1,45.6,9,,,370880,3.5,-3.20%,787,118100,1701
North Dakota|Bismarck ,Bismarck ,Bismarck ,ND,Burleigh,130.412,5.142,46.822464,-100.718953,1.78%,13239,162,202,77,13,684,72,6893,7135,74,38.3,1890,0.5,Metro,370944,852.5,2.14%,6300,150300,1672
North Dakota|Burlington ,Burlington ,Burlington ,ND,Ward,31.4735,0.4015,48.233648,-101.501228,15.58%,729,7,13,9,0,22,7,383,375,0,35.8,4,,Micro,371344,2,8.18%,283,133600,1557
North Dakota|Carrington ,Carrington ,Carrington ,ND,Foster,193.694,3.654,47.443029,-99.033315,-1.69%,1409,5,14,3,0,15,4,709,717,0,45.7,11,,,371552,5,-2.73%,632,89400,1587
North Dakota|Cavalier ,Cavalier ,Cavalier ,ND,Pembina,86.3685,0.276,48.796556,-97.753182,-1.91%,1153,9,24,4,1,31,4,582,598,1,46.8,27,,,371632,13,0.31%,532,92400,891
